model,family,size_tier,release_period,grid,benchmark,task,metric,score,samples,estimated_input_tokens,estimated_max_output_tokens,estimated_cost_usd,input_price_per_m,output_price_per_m,reasoning_cost_control,replication_status,run_status,log_path,metric_observed,completed_samples,total_samples,input_tokens_actual,output_tokens_actual,reasoning_tokens_actual,actual_cost_usd,actual_cost_method,error
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.6291523482245132,3492,936335,1787904,1.563953,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3-0324/unimoral_factor_attribution/2026-05-28T18-45-57-00-00_unimoral-factor-attribution_LNoHoUhMBRCF9xHEDBtQXu.eval,accuracy,3492,3492,1026754,25261,0,0.224802,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.11953149113252061,1782,309888,912384,0.764513,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3-0324/unimoral_consequence_generation/2026-05-28T18-51-25-00-00_unimoral-consequence-generation_QiFdQZT2amuisbxw6a5dkn.eval,mean,1782,1782,362663,64909,0,0.122513,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,ValuePrism,value_prism_relevance,accuracy,0.6530448717948718,43680,1428299,1048320,1.092866,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3-0324/value_prism_relevance/2026-05-28T18-56-38-00-00_value-prism-relevance_YLBgfY4dRerMMYYyr8wPXv.eval,accuracy,43680,43680,1547089,63750,0,0.358505,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,ValuePrism,value_prism_valence,accuracy,0.688507326007326,21840,954173,698880,0.728972,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3-0324/value_prism_valence/2026-05-28T19-56-47-00-00_value-prism-valence_DddtdCyRVu3MdEXthbWJZP.eval,accuracy,21840,21840,1045183,276341,0,0.421819,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,2182,761659,174560,0.286743,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3-0324/ccd_bench_selection/2026-05-28T20-36-15-00-00_ccd-bench-selection_ctKfnVJzzn28GEia4BwD2f.eval,mean,2182,2182,657349,219810,0,0.300724,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.660063752276867,8784,1721258,562176,0.805583,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3.1/unimoral_action_prediction/2026-05-28T20-44-32-00-00_unimoral-action-prediction_isvfhwxo3Vt4rK8ee6iUuh.eval,accuracy,8784,8784,2164427,49902,0,0.493952,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.5664375715922108,3492,846863,1787904,1.590285,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3.1/unimoral_moral_typology/2026-05-28T21-02-38-00-00_unimoral-moral-typology_AjtRry3hnEuStuswHxA7vu.eval,accuracy,3492,3492,1041644,26448,0,0.239639,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.5985108820160366,3492,936335,1787904,1.609075,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3.1/unimoral_factor_attribution/2026-05-28T21-07-13-00-00_unimoral-factor-attribution_AmCgkLmF4DXGUgb6P6qtn3.eval,accuracy,3492,3492,1123693,19883,0,0.251683,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.10097248405283127,1782,309888,912384,0.785860,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3.1/unimoral_consequence_generation/2026-05-28T21-11-44-00-00_unimoral-consequence-generation_babZoVqc83KA3P5eG6cX4L.eval,mean,1782,1782,391327,80282,0,0.145601,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,ValuePrism,value_prism_relevance,accuracy,0.6805631868131868,43680,1428299,1048320,1.128116,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3.1/value_prism_relevance/2026-05-28T21-16-05-00-00_value-prism-relevance_kgiqysfHum76day4VAac58.eval,accuracy,43680,43680,1853088,73089,0,0.446889,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,ValuePrism,value_prism_valence,accuracy,0.5831959706959707,21840,954173,698880,0.752492,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3.1/value_prism_valence/2026-05-28T22-08-57-00-00_value-prism-valence_d9vW9m6ewJ3fk5hkUVC5Hu.eval,accuracy,21840,21840,1173655,55132,0,0.290022,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,2182,761659,174560,0.297851,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3.1/ccd_bench_selection/2026-05-28T22-34-51-00-00_ccd-bench-selection_m94Bd6Prm3ARXDYXb833u3.eval,mean,2182,2182,760065,102439,0,0.240540,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.6456056466302368,8784,1721258,562176,0.646260,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v3.2/unimoral_action_prediction/2026-05-28T22-40-41-00-00_unimoral-action-prediction_mkR7v8rM56yvMhdESyrqeo.eval,accuracy,8784,8784,1867611,49688,0,0.489420,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.5693012600229095,3492,846863,1787904,0.889237,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v3.2/unimoral_moral_typology/2026-05-28T22-55-47-00-00_unimoral-moral-typology_MHXrR5L2x2LRJSabXqnpL8.eval,accuracy,3492,3492,888759,26298,0,0.233908,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.5922107674684994,3492,936335,1787904,0.911784,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v3.2/unimoral_factor_attribution/2026-05-28T23-03-28-00-00_unimoral-factor-attribution_cCYTRRM46QpvJnc5Lkw3qu.eval,accuracy,3492,3492,967077,19732,0,0.251162,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.11828884905853221,1782,309888,912384,0.422973,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v3.2/unimoral_consequence_generation/2026-05-28T23-11-51-00-00_unimoral-consequence-generation_EtEaQ3vNF64hpo5UUUxReJ.eval,mean,1782,1782,343311,85074,0,0.118672,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,ValuePrism,value_prism_relevance,accuracy,0.6750228937728938,43680,1428299,1048320,0.756196,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v3.2/value_prism_relevance/2026-05-28T23-22-15-00-00_value-prism-relevance_dizVhLSeopMQagQmu9Gw87.eval,accuracy,43680,43680,1794687,67191,0,0.477659,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,ValuePrism,value_prism_valence,accuracy,0.5350274725274725,21840,954173,698880,0.504628,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v3.2/value_prism_valence/2026-05-29T00-56-10-00-00_value-prism-valence_R2SmyPiWKkmz4PM5BjegLx.eval,accuracy,21840,21840,1175032,51120,0,0.315431,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,0.9963336388634281,2182,761659,174560,0.257922,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v3.2/ccd_bench_selection/2026-05-29T01-37-38-00-00_ccd-bench-selection_FopSuzvTxvinxiZ6xWeWkP.eval,mean,2182,2182,736560,98915,0,0.223003,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.639344262295082,8784,1721258,562176,0.284561,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v4-flash/unimoral_action_prediction/2026-05-29T01-44-40-00-00_unimoral-action-prediction_5XbokzaVqDmK2BD5ocNNjp.eval,accuracy,8784,8784,1988023,291940,244160,0.306022,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.5790378006872853,3492,846863,1787904,0.442267,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v4-flash/unimoral_moral_typology/2026-05-29T02-04-52-00-00_unimoral-moral-typology_X7DFWnHWNJZ9FtHnPWLbvR.eval,accuracy,3492,3492,985630,204251,174493,0.174312,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.5916380297823597,3492,936335,1787904,0.451214,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v4-flash/unimoral_factor_attribution/2026-05-29T02-13-54-00-00_unimoral-factor-attribution_PnYv3jDW4rLTDW27hcWeCR.eval,accuracy,3492,3492,1064330,119882,93589,0.149127,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.1385167738629878,1782,309888,912384,0.213466,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v4-flash/unimoral_consequence_generation/2026-05-29T02-22-17-00-00_unimoral-consequence-generation_P2VrCEMv2krkCYACDM55b7.eval,mean,1782,1782,383393,120970,35201,0.069574,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,ValuePrism,value_prism_relevance,accuracy,,43680,1428299,1048320,0.352494,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,cancelled,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v4-flash/value_prism_relevance/2026-05-29T02-27-24-00-00_value-prism-relevance_ZcmtzPZgJD6FdBguvKEgxM.eval,,,,478902,175574,154983,0.114002,input + output + reasoning tokens at OpenRouter metadata rates,subprocess exited 2; see eval log
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,ValuePrism,value_prism_valence,accuracy,0.6266483516483516,21840,954173,698880,0.235193,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v4-flash/value_prism_valence/2026-05-29T05-43-30-00-00_value-prism-valence_kupJ9P8pzj5pUJRJv44oEh.eval,accuracy,21840,21840,1138795,434872,376449,0.276144,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,2182,761659,174560,0.111078,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-v4-flash/ccd_bench_selection/2026-05-29T06-21-42-00-00_ccd-bench-selection_Wai3tqWx3L2FTDSrMmBEnQ.eval,mean,2182,2182,772646,193712,92314,0.134470,input + output + reasoning tokens at OpenRouter metadata rates,
